uniprot_acc,Tm,organism,n_measurements
Q8BRT1,49.17,Mus musculus ,1
Q8BS95,50.55,Mus musculus,1
Q8BSF4,44.9,Mus musculus ,1
Q8BSI6,55.15,Mus musculus ,1
Q8BSK8,47.29,Mus musculus,3
Q8BSL7,48.004999999999995,Mus musculus,2
Q8BSN5,53.12,Mus musculus,1
Q8BSN6,58.47,Mus musculus,1
Q8BSS9,61.93,Mus musculus ,1
Q8BSY0,49.36,Mus musculus ,1
Q8BSZ2,48.980000000000004,Mus musculus,2
Q8BT07,48.67,Mus musculus,2
Q8BT14,59.44,Mus musculus ,1
Q8BT60,46.07333333333333,Mus musculus,3
Q8BTE5,52.35999999999999,Mus musculus,3
Q8BTG3,47.97,Mus musculus,1
Q8BTG7,49.57,Mus musculus,2
Q8BTI7,48.985,Mus musculus,2
Q8BTI8,56.46,Mus musculus,1
Q8BTI9,45.959999999999994,Mus musculus,2
Q8BTJ4,51.91,Mus musculus,1
Q8BTM8,45.53,Mus musculus ,1
Q8BTR5,56.03,Mus musculus ,1
Q8BTS0,47.56,Mus musculus,2
Q8BTS4,51.68666666666667,Mus musculus,3
Q8BTU1,53.22,Mus musculus,2
Q8BTV1,49.730000000000004,Mus musculus,2
Q8BTV2,52.14000000000001,Mus musculus,3
Q8BTW3,60.935,Mus musculus,2
Q8BTW8,43.765,Mus musculus,2
Q8BTW9,48.65,Mus musculus,2
Q8BTX9,54.955,Mus musculus,2
Q8BTY8,47.08,Mus musculus,2
Q8BTZ5,51.97,Mus musculus,3
Q8BTZ7,57.93333333333334,Mus musculus,3
Q8BU11,49.69,Mus musculus,2
Q8BU14,54.156666666666666,Mus musculus,3
Q8BU30,46.77,Mus musculus,3
Q8BU31,47.2,Mus musculus,2
Q8BU33,52.14000000000001,Mus musculus,3
Q8BU88,52.495,Mus musculus,2
Q8BUB4,47.985,Mus musculus,2
Q8BUE4,44.265,Mus musculus,2
Q8BUH1,51.11,Mus musculus,1
Q8BUI3,47.629999999999995,Mus musculus,2
Q8BUJ9,47.769999999999996,Mus musculus,2
Q8BUK6,50.61666666666667,Mus musculus,3
Q8BUM3,47.769999999999996,Mus musculus,2
Q8BUN5,46.6,Mus musculus ,1
Q8BUR3,48.015,Mus musculus,2
Q8BUR4,49.335,Mus musculus,2
Q8BUU7,48.175,Mus musculus,2
Q8BUV3,61.24,Mus musculus ,1
Q8BUY5,57.08,Mus musculus,1
Q8BUY9,49.61333333333334,Mus musculus,3
Q8BV13,53.98666666666666,Mus musculus,3
Q8BV66,54.33,Mus musculus,2
Q8BVA2,51.730000000000004,Mus musculus,2
Q8BVA5,44.8,Mus musculus ,1
Q8BVD5,48.26,Mus musculus ,1
Q8BVE3,46.26,Mus musculus ,1
Q8BVF2,50.093333333333334,Mus musculus,3
Q8BVF7,51.31,Mus musculus,2
Q8BVG4,48.906666666666666,Mus musculus,3
Q8BVH9,47.36,Mus musculus,2
Q8BVI4,49.95666666666667,Mus musculus,3
Q8BVK9,49.78,Mus musculus,2
Q8BVL3,48.855000000000004,Mus musculus,2
Q8BVQ5,53.050000000000004,Mus musculus,3
Q8BVR6,55.379999999999995,Mus musculus,2
Q8BVU5,51.15,Mus musculus,3
Q8BVW0,52.41,Mus musculus ,1
Q8BVW3,45.489999999999995,Mus musculus,2
Q8BVY0,53.650000000000006,Mus musculus,2
Q8BVZ1,43.92,Mus musculus ,1
Q8BW00,49.01,Mus musculus,2
Q8BW22,54.87,Mus musculus,1
Q8BW49,52.51666666666667,Mus musculus,3
Q8BW70,45.12,Mus musculus,1
Q8BW72,44.27,Mus musculus,1
Q8BW75,51.846666666666664,Mus musculus,3
Q8BW87,50.485,Mus musculus,2
Q8BW96,46.47,Mus musculus,1
Q8BWC0,53.0,Mus musculus,2
Q8BWF0,55.06,Mus musculus ,1
Q8BWG8,57.05,Mus musculus ,1
Q8BWH0,50.33,Mus musculus,1
Q8BWM0,51.50666666666666,Mus musculus,3
Q8BWN8,54.68,Mus musculus ,1
Q8BWP5,49.1,Mus musculus ,1
Q8BWP8,49.435,Mus musculus,2
Q8BWQ1,44.12,Mus musculus ,1
Q8BWQ4,49.56,Mus musculus,2
Q8BWQ6,46.22,Mus musculus ,1
Q8BWR2,53.403333333333336,Mus musculus,3
Q8BWT1,57.35,Mus musculus,3
Q8BWU5,47.79666666666666,Mus musculus,3
Q8BWU8,49.34,Mus musculus ,1
Q8BWW4,45.69,Mus musculus ,1
Q8BWW9,57.32,Mus musculus ,1
Q8BWY3,48.910000000000004,Mus musculus,3
Q8BWY4,55.35,Mus musculus,1
Q8BWY7,54.394999999999996,Mus musculus,2
Q8BWZ3,48.53333333333333,Mus musculus,3
Q8BX02,47.72,Mus musculus ,1
Q8BX09,63.78,Mus musculus,1
Q8BX10,55.230000000000004,Mus musculus,2
Q8BX57,46.885000000000005,Mus musculus,2
Q8BX70,48.916666666666664,Mus musculus,3
Q8BX80,54.18666666666667,Mus musculus,3
Q8BX90,44.08,Mus musculus ,1
Q8BX94,44.56666666666666,Mus musculus,3
Q8BXA5,47.724999999999994,Mus musculus,2
Q8BXB6,57.32,Mus musculus ,1
Q8BXJ9,48.85,Mus musculus,2
Q8BXK9,50.334999999999994,Mus musculus,2
Q8BXL7,46.525000000000006,Mus musculus,2
Q8BXQ2,50.535,Mus musculus,2
Q8BXV2,52.905,Mus musculus,2
Q8BXZ1,53.623333333333335,Mus musculus,3
Q8BY05,52.03,Mus musculus,2
Q8BY35,43.745000000000005,Mus musculus,2
Q8BY71,47.56333333333333,Mus musculus,3
Q8BY87,45.02,Mus musculus,3
Q8BY89,45.915,Mus musculus,2
Q8BYA0,47.330000000000005,Mus musculus,3
Q8BYB9,50.413333333333334,Mus musculus,3
Q8BYC6,49.166666666666664,Mus musculus,3
Q8BYH3,48.915,Mus musculus,2
Q8BYH7,42.82,Mus musculus ,1
Q8BYI6,42.73,Mus musculus,2
Q8BYI8,65.18,Mus musculus,1
Q8BYJ6,47.41,Mus musculus ,1
Q8BYK6,49.18,Mus musculus,2
Q8BYL4,43.900000000000006,Mus musculus,2
Q8BYM8,51.85,Mus musculus,3
Q8BYR2,53.13333333333333,Mus musculus,3
Q8BYU6,48.269999999999996,Mus musculus,2
Q8BYW1,48.71,Mus musculus,2
Q8BYW9,50.306666666666665,Mus musculus,3
Q8BYY4,48.584999999999994,Mus musculus,2
Q8BYZ1,47.54,Mus musculus,2
Q8BZ20,45.02,Mus musculus,1
Q8BZ36,47.485,Mus musculus,2
Q8BZ98,46.33,Mus musculus ,1
Q8BZA9,48.35,Mus musculus ,1
Q8BZQ7,48.769999999999996,Mus musculus,2
Q8BZR6,49.11,Mus musculus,2
Q8BZR9,50.39,Mus musculus,2
Q8BZT9,49.57,Mus musculus,1
Q8BZW8,50.17,Mus musculus ,1
Q8BZX4,50.28333333333333,Mus musculus,3
Q8C025,44.2,Mus musculus ,1
Q8C048,51.980000000000004,Mus musculus,2
Q8C052,48.04,Mus musculus,3
Q8C079,50.26,Mus musculus,2
Q8C080,50.56,Mus musculus,2
Q8C092,50.605000000000004,Mus musculus,2
Q8C0D0,48.36333333333334,Mus musculus,3
Q8C0D5,47.74,Mus musculus,3
Q8C0D7,48.82,Mus musculus,2
Q8C0E2,51.623333333333335,Mus musculus,3
Q8C0E3,48.165,Mus musculus,2
Q8C0I1,49.77,Mus musculus ,1
Q8C0J2,56.53,Mus musculus,3
Q8C0J6,46.5,Mus musculus,2
Q8C0L6,49.92,Mus musculus ,1
Q8C0L8,44.949999999999996,Mus musculus,3
Q8C0L9,51.1,Mus musculus ,1
Q8C0M9,53.375,Mus musculus,2
Q8C0N2,49.11,Mus musculus,1
Q8C0T5,49.09,Mus musculus ,1
Q8C0Z1,55.276666666666664,Mus musculus,3
Q8C129,58.410000000000004,Mus musculus,3
Q8C142,45.625,Mus musculus,2
Q8C147,46.49,Mus musculus,2
Q8C156,46.945,Mus musculus,2
Q8C163,48.525,Mus musculus,2
Q8C166,47.6,Mus musculus,3
Q8C167,49.120000000000005,Mus musculus,3
Q8C181,47.09,Mus musculus,2
Q8C196,46.8,Mus musculus ,1
Q8C1A3,50.965,Mus musculus,2
Q8C1A5,60.87,Mus musculus ,1
Q8C1B1,57.37,Mus musculus ,1
Q8C1B7,60.09,Mus musculus ,1
Q8C1D8,50.7,Mus musculus,2
Q8C1E7,49.69,Mus musculus,2
Q8C1F4,47.91,Mus musculus,2
Q8C1S0,47.435,Mus musculus,2
Q8C1Y8,49.38666666666666,Mus musculus,3
Q8C253,49.925,Mus musculus,2
Q8C263,44.58,Mus musculus,2
Q8C2A2,51.885000000000005,Mus musculus,2
Q8C2E4,45.974999999999994,Mus musculus,2
Q8C2E7,46.583333333333336,Mus musculus,3
Q8C2Q3,44.97,Mus musculus,2
Q8C2Q8,53.61,Mus musculus,2
Q8C351,52.25,Mus musculus,2
Q8C3I8,49.085,Mus musculus,2
Q8C3J2,48.015,Mus musculus,2
Q8C3J5,47.265,Mus musculus,2
Q8C3P7,49.29,Mus musculus,2
Q8C3Q9,49.44,Mus musculus,2
Q8C3W1,53.63,Mus musculus,1
Q8C3X2,59.81,Mus musculus,2
Q8C3X4,47.17,Mus musculus,2
Q8C3X8,46.09,Mus musculus,2
Q8C3Y4,44.36,Mus musculus,1
Q8C3Y6,44.485,Mus musculus,2
Q8C407,55.13,Mus musculus,2
Q8C436,50.475,Mus musculus,2
Q8C483,49.865,Mus musculus,2
Q8C4B4,51.51333333333334,Mus musculus,3
Q8C4J7,50.394999999999996,Mus musculus,2
Q8C4N0,49.67,Mus musculus,1
Q8C4Q6,47.66,Mus musculus,2
Q8C4S8,47.17,Mus musculus,1
Q8C4U8,51.31,Mus musculus,2
Q8C4X2,51.20666666666667,Mus musculus,3
Q8C522,54.31,Mus musculus,2
Q8C525,54.82,Mus musculus ,1
Q8C547,48.355000000000004,Mus musculus,2
Q8C561,53.51,Mus musculus,2
Q8C569,48.394999999999996,Mus musculus,2
Q8C570,50.60666666666666,Mus musculus,3
Q8C5H8,51.82,Mus musculus,3
Q8C5K5,48.2,Mus musculus,2
Q8C5L3,55.77,Mus musculus ,1
Q8C5P5,47.69,Mus musculus,3
Q8C5Q4,44.56,Mus musculus ,1
Q8C5W0,49.27,Mus musculus ,1
Q8C5W3,46.8,Mus musculus ,1
Q8C605,51.685,Mus musculus,2
Q8C650,60.6,Mus musculus ,1
Q8C6B0,53.635000000000005,Mus musculus,2
Q8C6B9,60.08,Mus musculus,1
Q8C6E0,47.785,Mus musculus,2
Q8C6G8,45.87,Mus musculus ,1
Q8C6I2,53.68,Mus musculus,2
Q8C6M1,49.5,Mus musculus,2
Q8C6Y3,53.74,Mus musculus,1
Q8C708,52.71,Mus musculus,1
Q8C754,48.89,Mus musculus,2
Q8C779,47.519999999999996,Mus musculus,2
Q8C788,48.81,Mus musculus,2
Q8C7D2,56.35,Mus musculus,1
Q8C7E9,52.370000000000005,Mus musculus,3
Q8C7G5,57.75,Mus musculus ,1
Q8C7H1,45.076666666666675,Mus musculus,3
Q8C7K6,61.07,Mus musculus,1
Q8C7R4,46.21,Mus musculus ,1
Q8C7U7,50.075,Mus musculus,2
Q8C7V3,56.85,Mus musculus,2
Q8C7V8,49.973333333333336,Mus musculus,3
Q8C7X2,42.95,Mus musculus ,1
Q8C7X8,49.120000000000005,Mus musculus,2
Q8C845,51.84,Mus musculus,1
Q8C863,51.51,Mus musculus,3
Q8C878,50.73666666666667,Mus musculus,3
Q8C8U0,47.64,Mus musculus,2
Q8C9B9,50.68,Mus musculus,2
Q8C9S4,48.8,Mus musculus,2
Q8CA44,49.16,Mus musculus,2
Q8CAA7,50.346666666666664,Mus musculus,3
Q8CAK1,55.339999999999996,Mus musculus,3
Q8CAK3,53.06,Mus musculus,1
Q8CAP3,52.59,Mus musculus,2
Q8CAQ8,51.629999999999995,Mus musculus,3
Q8CAR0,49.525,Mus musculus,2
Q8CAS9,42.27,Mus musculus ,1
Q8CAY6,62.8,Mus musculus ,1
Q8CB77,47.21,Mus musculus,2
Q8CB96,42.97,Mus musculus,2
Q8CBA2,49.78,Mus musculus,2
Q8CBB7,48.230000000000004,Mus musculus,2
Q8CBC4,52.955,Mus musculus,2
Q8CBE3,49.06,Mus musculus,2
Q8CBM2,47.78,Mus musculus,2
Q8CBP6,51.46,Mus musculus,1
Q8CBQ5,47.73,Mus musculus,1
Q8CBY0,50.224999999999994,Mus musculus,2
Q8CBY8,58.44,Mus musculus,3
Q8CC21,55.44333333333333,Mus musculus,3
Q8CC36,57.89,Mus musculus,1
Q8CC86,60.77,Mus musculus ,1
Q8CC88,41.93,Mus musculus,3
Q8CCB4,48.435,Mus musculus,2
Q8CCF0,47.349999999999994,Mus musculus,2
Q8CCH2,54.305,Mus musculus,2
Q8CCI5,54.01,Mus musculus,1
Q8CCJ3,44.35,Mus musculus,3
Q8CCM6,51.72,Mus musculus,1
Q8CCN5,53.44,Mus musculus ,1
Q8CCP0,45.599999999999994,Mus musculus,2
Q8CCS6,49.54,Mus musculus ,1
Q8CD10,47.405,Mus musculus,2
Q8CD15,46.4,Mus musculus,2
Q8CD92,46.995000000000005,Mus musculus,2
Q8CDM8,48.08,Mus musculus,1
Q8CDN6,47.653333333333336,Mus musculus,3
Q8CDZ2,57.58,Mus musculus ,1
Q8CE46,50.894999999999996,Mus musculus,2
Q8CE50,46.765,Mus musculus,2
Q8CE96,55.69333333333333,Mus musculus,3
Q8CEC0,51.985,Mus musculus,2
Q8CEC2,47.415,Mus musculus,2
Q8CEC6,49.54,Mus musculus,2
Q8CEE7,40.84,Mus musculus ,1
Q8CEG5,55.58,Mus musculus,1
Q8CEJ2,54.855000000000004,Mus musculus,2
Q8CF66,52.6,Mus musculus,1
Q8CF89,47.54333333333333,Mus musculus,3
Q8CFA2,47.29,Mus musculus ,1
Q8CFB8,45.515,Mus musculus,2
Q8CFC7,54.62,Mus musculus,1
Q8CFD4,52.11,Mus musculus,2
Q8CFE2,44.805,Mus musculus,2
Q8CFE3,48.32,Mus musculus ,1
Q8CFE4,46.87,Mus musculus ,1
Q8CFE6,55.635000000000005,Mus musculus,2
Q8CFH6,57.65,Mus musculus ,1
Q8CFI2,46.85,Mus musculus,2
Q8CFI5,46.84,Mus musculus ,1
Q8CFI7,51.945,Mus musculus,2
Q8CFV9,43.98,Mus musculus,3
Q8CFX1,50.71,Mus musculus ,1
Q8CFZ0,51.980000000000004,Mus musculus,2
Q8CG03,53.61,Mus musculus ,1
Q8CG14,47.16,Mus musculus ,1
Q8CG19,53.81,Mus musculus ,1
Q8CG29,43.49,Mus musculus,2
Q8CG46,49.705,Mus musculus,2
Q8CG48,47.155,Mus musculus,2
Q8CG64,51.1,Mus musculus,2
Q8CG72,52.34,Mus musculus,3
Q8CG76,50.300000000000004,Mus musculus,3
Q8CG79,51.84,Mus musculus ,1
Q8CGA0,48.07333333333333,Mus musculus,3
Q8CGA3,49.5,Mus musculus,2
Q8CGB6,48.1,Mus musculus ,1
Q8CGC7,44.923333333333325,Mus musculus,3
Q8CGF5,44.7,Mus musculus ,1
Q8CGF7,49.53333333333333,Mus musculus,3
Q8CGK3,44.653333333333336,Mus musculus,3
Q8CGK7,43.1,Mus musculus ,1
Q8CGR7,50.29,Mus musculus ,1
Q8CGY8,46.43666666666667,Mus musculus,3
Q8CH02,54.14,Mus musculus,2
Q8CH18,50.815,Mus musculus,2
Q8CH25,54.215,Mus musculus,2
Q8CH77,50.08,Mus musculus,1
Q8CHC4,50.91,Mus musculus ,1
Q8CHG3,44.84,Mus musculus ,1
Q8CHG7,44.63,Mus musculus ,1
Q8CHH9,57.8,Mus musculus ,1
Q8CHI8,49.78,Mus musculus,1
Q8CHK3,47.49666666666667,Mus musculus,3
Q8CHP4,53.89,Mus musculus,2
Q8CHP8,55.43,Mus musculus,2
Q8CHQ0,49.629999999999995,Mus musculus,2
Q8CHQ9,56.34,Mus musculus ,1
Q8CHR6,56.04,Mus musculus ,1
Q8CHT0,42.526666666666664,Mus musculus,3
Q8CHT3,49.150000000000006,Mus musculus,2
Q8CHU3,55.44,Mus musculus,3
Q8CHW4,50.61666666666667,Mus musculus,3
Q8CHX6,54.18,Mus musculus,1
Q8CHY3,53.22,Mus musculus,1
Q8CI04,49.09,Mus musculus ,1
Q8CI08,50.135,Mus musculus,2
Q8CI11,42.485,Mus musculus,2
Q8CI32,53.25666666666667,Mus musculus,3
Q8CI33,49.57333333333333,Mus musculus,3
Q8CI51,49.59,Mus musculus,3
Q8CI59,43.39,Mus musculus ,1
Q8CI70,49.355000000000004,Mus musculus,2
Q8CI71,47.13,Mus musculus,2
Q8CI75,51.06,Mus musculus,3
Q8CI78,50.39,Mus musculus,2
Q8CI94,52.776666666666664,Mus musculus,3
Q8CIB5,53.74,Mus musculus ,1
Q8CID3,53.64,Mus musculus ,1
Q8CIE6,51.54,Mus musculus ,1
Q8CIF6,47.54,Mus musculus ,1
Q8CIG3,49.355000000000004,Mus musculus,2
Q8CIG8,53.88666666666666,Mus musculus,3
Q8CIG9,46.26,Mus musculus ,1
Q8CIH5,45.39666666666667,Mus musculus,3
Q8CIH9,58.79,Mus musculus,1
Q8CII2,45.72,Mus musculus ,1
Q8CII3,48.87,Mus musculus,2
Q8CIL4,57.58,Mus musculus,1
Q8CIM1,52.47,Mus musculus,1
Q8CIM7,45.67,Mus musculus ,1
Q8CIM8,50.18,Mus musculus,2
Q8CIN4,55.64666666666667,Mus musculus,3
Q8CIV2,46.54,Mus musculus,3
Q8CIV8,48.00333333333333,Mus musculus,3
Q8CIW5,49.87,Mus musculus,1
Q8CIZ8,60.76,Mus musculus ,1
Q8CJ19,50.39,Mus musculus,1
Q8CJ40,49.74333333333334,Mus musculus,3
Q8CJ53,49.66,Mus musculus ,1
Q8CJ61,53.535,Mus musculus,2
Q8CJ96,53.185,Mus musculus,2
Q8CJF7,55.94,Mus musculus,1
Q8CJG0,58.61,Mus musculus,1
Q8CJH3,51.92,Mus musculus ,1
Q8FEY4,42.87,Escherichia coli,1
Q8GBB2,88.6,Thermus thermophilus,2
Q8GR83,90.765,Thermus thermophilus,2
Q8GR84,85.22,Thermus thermophilus,2
Q8GR85,89.295,Thermus thermophilus,2
Q8GR86,89.85,Thermus thermophilus,2
Q8GRL7,46.15,Arabidopsis thaliana,1
Q8GS60,47.88,Arabidopsis thaliana,1
Q8GSJ1,47.31,Arabidopsis thaliana,1
Q8GTR4,50.05,Arabidopsis thaliana,1
Q8GUK4,48.74,Arabidopsis thaliana,1
Q8GUM2,44.96,Arabidopsis thaliana,1
Q8GUN2,57.61,Arabidopsis thaliana,1
Q8GUN6,43.28,Arabidopsis thaliana,1
Q8GUQ8,64.42,Arabidopsis thaliana,1
Q8GW20,41.21,Arabidopsis thaliana,1
Q8GW64,44.82,Arabidopsis thaliana,1
Q8GW78,46.22,Arabidopsis thaliana,1
Q8GWA7,42.2,Arabidopsis thaliana,1
Q8GWB7,41.78,Arabidopsis thaliana,1
Q8GWE0,38.57,Arabidopsis thaliana,1
Q8GWF4,48.17,Arabidopsis thaliana,1
Q8GWI7,47.81,Arabidopsis thaliana,1
Q8GWP5,52.02,Arabidopsis thaliana,1
Q8GWQ6,40.45,Arabidopsis thaliana,1
Q8GWR0,38.49,Arabidopsis thaliana,1
Q8GWS0,43.66,Arabidopsis thaliana,1
Q8GWT4,37.57,Arabidopsis thaliana,1
Q8GWU0,48.21,Arabidopsis thaliana,1
Q8GXR9,40.33,Arabidopsis thaliana,1
Q8GXW1,49.11,Arabidopsis thaliana,1
Q8GXX7,40.8,Arabidopsis thaliana,1
Q8GY88,43.55,Arabidopsis thaliana,1
Q8GYB8,46.39,Arabidopsis thaliana,1
Q8GYF7,51.52,Arabidopsis thaliana,1
Q8GYN9,48.31,Arabidopsis thaliana,1
Q8GYP3,53.49,Arabidopsis thaliana,1
Q8GYR4,58.18,Arabidopsis thaliana,1
Q8GZQ3,52.53,Arabidopsis thaliana,1
Q8H0S9,50.72,Arabidopsis thaliana,1
Q8H0T4,39.82,Arabidopsis thaliana,1
Q8H0U4,43.16,Arabidopsis thaliana,1
Q8H0U5,48.69,Arabidopsis thaliana,1
Q8H0V1,42.88,Arabidopsis thaliana,1
Q8H0V3,53.64,Arabidopsis thaliana,1
Q8H0V6,42.61,Arabidopsis thaliana,1
Q8H0W0,43.62,Arabidopsis thaliana,1
Q8H0W1,41.96,Arabidopsis thaliana,1
Q8H0Y1,39.63,Arabidopsis thaliana,1
Q8H103,47.87,Arabidopsis thaliana,1
Q8H104,39.71,Arabidopsis thaliana,1
Q8H110,50.41,Arabidopsis thaliana,1
Q8H118,50.05,Arabidopsis thaliana,1
Q8H124,45.47,Arabidopsis thaliana,1
Q8H136,36.61,Arabidopsis thaliana,1
Q8H156,44.28,Arabidopsis thaliana,1
Q8H166,44.67,Arabidopsis thaliana,1
Q8H1B3,39.34,Arabidopsis thaliana,1
Q8H1E2,49.62,Arabidopsis thaliana,1
Q8H1G6,38.14,Arabidopsis thaliana,1
Q8H1Q2,48.13,Arabidopsis thaliana,1
Q8H1S4,40.42,Arabidopsis thaliana,1
Q8H1Y0,43.73,Arabidopsis thaliana,1
Q8H965,45.96,Arabidopsis thaliana,1
Q8HWA3,54.19,Mus musculus,1
Q8HWB2,50.83,Mus musculus,2
Q8I0G5,39.47,Drosophila melanogaster,1
Q8I100,37.92,Caenorhabditis elegans,1
Q8I111,36.78,Caenorhabditis elegans,1
Q8I113,37.5,Caenorhabditis elegans,1
Q8I136,41.96,Caenorhabditis elegans,1
Q8I1G0,42.82,Drosophila melanogaster,1
Q8I1I3,42.68,Drosophila melanogaster,1
Q8I4A5,45.22,Caenorhabditis elegans,1
Q8I4B4,40.35,Caenorhabditis elegans,1
Q8I4C5,39.84,Caenorhabditis elegans,1
Q8I4E2,47.71,Caenorhabditis elegans,1
Q8I4G9,41.81,Caenorhabditis elegans,1
Q8I4H6,31.67,Caenorhabditis elegans,1
Q8I4I9,45.53,Caenorhabditis elegans,1
Q8I4M2,47.3,Caenorhabditis elegans,1
Q8I7C3,49.71,Drosophila melanogaster,1
Q8I7I5,46.61,Caenorhabditis elegans,1
Q8I7L0,48.27,Caenorhabditis elegans,1
Q8I7M7,44.07,Caenorhabditis elegans,1
Q8IA49,44.61,Caenorhabditis elegans,1
Q8IA57,53.07,Caenorhabditis elegans,1
Q8IA74,40.89,Caenorhabditis elegans,1
Q8IA79,43.92,Caenorhabditis elegans,1
Q8IAA9,41.44,Caenorhabditis elegans,1
Q8IG34,34.67,Caenorhabditis elegans,1
Q8IG39,43.65,Caenorhabditis elegans,1
Q8IG67,41.94,Caenorhabditis elegans,1
Q8IG68,46.54,Caenorhabditis elegans,1
Q8IGJ0,40.13,Drosophila melanogaster,1
Q8IMC6,45.04,Drosophila melanogaster,1
Q8IN81,45.42,Drosophila melanogaster,1
Q8IN94,45.51,Drosophila melanogaster,1
Q8INB9,39.12,Drosophila melanogaster,1
Q8INF2,42.36,Drosophila melanogaster,1
Q8INF7,42.07,Drosophila melanogaster,1
Q8INK9,42.09,Drosophila melanogaster,1
Q8INM3,46.94,Drosophila melanogaster,1
Q8INR6,42.05,Drosophila melanogaster,1
Q8INX3,46.0,Drosophila melanogaster,1
Q8IPK4,45.94,Drosophila melanogaster,1
Q8IQ70,38.54,Drosophila melanogaster,1
Q8IQG1,44.81,Drosophila melanogaster,1
Q8IR45,41.13,Drosophila melanogaster,1
Q8IR79,42.56,Drosophila melanogaster,1
Q8IRB5,46.61,Drosophila melanogaster,1
Q8IRE4,42.73,Drosophila melanogaster,1
Q8IRG6,39.97,Drosophila melanogaster,1
Q8IRH5,48.61,Drosophila melanogaster,1
Q8IRL8,47.85,Drosophila melanogaster,1
Q8IRU4,43.41,Drosophila melanogaster,1
Q8IRW8,44.35,Drosophila melanogaster,1
Q8IRY7,38.81,Drosophila melanogaster,1
Q8ITV7,48.15,Caenorhabditis elegans,1
Q8ITX4,45.67,Caenorhabditis elegans,1
Q8ITY4,41.26,Caenorhabditis elegans,1
Q8ITY6,41.91,Caenorhabditis elegans,1
Q8ITY9,44.28,Caenorhabditis elegans,1
Q8IU60,51.665000000000006,Homo sapiens,2
Q8IU81,49.03105263157895,Homo sapiens,19
Q8IU85,52.776250000000005,Homo sapiens,8
Q8IUC4,49.70111111111111,Homo sapiens,9
Q8IUC6,49.725,Homo sapiens,4
Q8IUC8,54.77,Homo sapiens,2
Q8IUD2,54.594545454545454,Homo sapiens,11
Q8IUD6,48.185,Homo sapiens,2
Q8IUE6,49.955,Homo sapiens,2
Q8IUF8,51.284615384615385,Homo sapiens,13
Q8IUH3,46.01142857142857,Homo sapiens,7
Q8IUH4,50.3475,Homo sapiens,8
Q8IUH5,54.605000000000004,Homo sapiens,2
Q8IUI8,49.351111111111116,Homo sapiens,18
Q8IUQ4,57.38,Homo sapiens,4
Q8IUR0,50.05352941176471,Homo sapiens,17
Q8IUR7,53.20333333333334,Homo sapiens,3
Q8IUW1,51.89,Homo sapiens,4
Q8IUW3,49.626666666666665,Homo sapiens,3
Q8IUW5,54.1925,Homo sapiens,4
Q8IUX1,59.22625,Homo sapiens,8
Q8IUX4,49.0,Homo sapiens,1
Q8IUX7,55.04,Homo sapiens,2
Q8IUZ5,59.5925,Homo sapiens,12
Q8IV03,58.71,Homo sapiens,1
Q8IV04,50.31,Homo sapiens,2
Q8IV08,55.07363636363636,Homo sapiens,22
Q8IV20,55.50285714285714,Homo sapiens,7
Q8IV32,51.16,Homo sapiens,1
Q8IV36,51.3,Homo sapiens,5
Q8IV38,50.60545454545454,Homo sapiens,22
Q8IV45,50.150000000000006,Homo sapiens,2
Q8IV48,46.68,Homo sapiens,11
Q8IV50,55.214999999999996,Homo sapiens,14
Q8IV53,47.980000000000004,Homo sapiens,2
Q8IV63,51.61272727272728,Homo sapiens,11
Q8IVB5,47.82416666666666,Homo sapiens,12
Q8IVD9,51.22,Homo sapiens,22
Q8IVF2,58.51833333333334,Homo sapiens,6
Q8IVF6,52.66,Homo sapiens,2
Q8IVH2,55.68,Homo sapiens,1
Q8IVH4,52.14727272727273,Homo sapiens,11
Q8IVH8,50.75833333333333,Homo sapiens,6
Q8IVL1,47.47,Homo sapiens,2
Q8IVL5,51.695,Homo sapiens,4
Q8IVM0,53.84,Homo sapiens,2
Q8IVN8,53.34,Homo sapiens,1
Q8IVP5,51.78,Homo sapiens,1
Q8IVQ6,50.015,Homo sapiens,2
Q8IVR6,48.82,Homo sapiens,3
Q8IVS2,55.24111111111111,Homo sapiens,18
Q8IVS8,46.14,Homo sapiens,5
Q8IVT1,49.125,Homo sapiens,2
Q8IVV2,58.155,Homo sapiens,4
Q8IVV7,52.78,Homo sapiens,2
Q8IVW6,50.35,Homo sapiens,10
Q8IW19,50.88,Homo sapiens,4
Q8IW41,49.24428571428571,Homo sapiens,7
Q8IW45,56.76,Homo sapiens,12
Q8IW50,56.57,Homo sapiens,1
Q8IWA0,48.05833333333334,Homo sapiens,6
Q8IWA4,51.17666666666666,Homo sapiens,9
Q8IWA5,63.48,Homo sapiens,1
Q8IWA6,52.5,Homo sapiens,2
Q8IWB1,52.37230769230769,Homo sapiens,13
Q8IWB7,56.00449999999999,Homo sapiens,20
Q8IWB9,49.86769230769231,Homo sapiens,13
Q8IWC1,52.662,Homo sapiens,10
Q8IWD4,50.864999999999995,Homo sapiens,4
Q8IWE2,54.904999999999994,Homo sapiens,10
Q8IWE4,48.38454545454545,Homo sapiens,11
Q8IWF6,50.626999999999995,Homo sapiens,10
Q8IWG1,51.1,Homo sapiens,2
Q8IWI9,50.765,Homo sapiens,2
Q8IWJ2,50.30318181818182,Homo sapiens,22
Q8IWL3,54.82277777777777,Homo sapiens,18
Q8IWP9,52.28666666666667,Homo sapiens,6
